4062b1e5	-1.38033632932348
8bbede16	-0.0312525438725673
9bd3e25f	1.41484897343964
7888d9f5	2.17205187094136
6a3327e	1.05521696047186
c37214c8	2.23170580233604
64f5fb0f	-0.156575180176329
bb9aade5	-0.118644938884731
83f88605	-0.151573844260215
4b1f8d1	1.41353650945773
7f7a84c7	-0.191756589319515
d6652a3	0.0945326421549009
e16534e9	0.0557025654609252
93ed4ec6	2.11110635631959
4bcc76e1	-0.0440212006120816
49b4728e	-0.203867512034932
c30c7a20	-0.207212863291076
9f21b68d	3.98113210738668
2ec0c34b	-0.0934535921882149
ee30cc03	2.28403932984684
9eb1565e	1.89554902274234
9455c095	0.0813815731286793
54b3a230	-0.0671307504460951
48bf10e6	9.6227319613942E-4
e74e05d9	1.11989969620253
10555d93	-0.206493085704304
2307c7ce	-0.13474260418188
976178a	-0.0992985364860231
ee5d7ef2	-0.20701065154698
fdbd8a9b	0.112327047808175
69b2729d	-0.182198584798018
9d7a8275	1.70923147030931
5146838c	0.248406402653506
c100aa87	0.0360611341651578
3b2a3b7b	-0.202572340298212
7fc9b9af	0.951818391988094
737e965c	0.110132493824563
eb855fbb	-0.198073669711981
d22752ea	-0.0290526138446521
6a168153	0.258343372318529
2e1fa4a9	0.609900650246962
15c1e453	0.0436451807285374
371a2af7	0.231670994846641
68b413	1.05325774679468
5365246c	0.0714255171647155
ad7f54e4	-0.163484759024152
2b87804d	-0.128318083802886
abbb17bc	1.16587028366465
b58a5232	0.33381524388025
9b06440d	0.198214942109145
cc65f904	-0.194813613437687
4a0daf7f	0.188760573714834
df2e1c85	0.262461913317376
ae64dbc9	0.193550136813558
cbf347c2	0.0177503667836034
6ddddf56	-0.186456043378253
941871f6	-0.150994341271835
3c319e8d	-0.173578711830705
b5f5824d	1.47331940915134
a881399f	0.0447716356820549
fd834eb6	-0.160860064087565
e6868129	1.50833214553954E-4
58676a90	-0.155573768953743
a1a8a951	-0.101658471615237
ea17f01a	0.519634739949997
5723fe6	-4.64212287587938E-4
6e883a14	0.0040045593606175
9061b96e	-0.00250621541558016
255b2380	0.153674229021599
e3c86644	-0.181322974634908
88d35948	-0.157643012230377
a4701620	2.16379034135398
3e7c87ab	2.50941114823807
943856d	0.0503272595875737
7111450e	-0.157228290310424
845fd699	2.23498283004875
878a2bda	2.75282113632033
5f70066d	-0.195262400625221
6865872b	-0.203284147331953
49eafb8e	1.39902701918814
e8723859	-0.0885709289524517
ac4aa57a	-0.191980769149583
46962a60	4.66443277083667
c57463f7	-0.207239913307944
f9062e0c	0.264874938745105
d3b6c56	-0.0701255011262113
48b5cc69	-0.195460916768425
f4e25b86	0.533245865261035
fd29a807	-0.175826741399214
b7287e85	-0.174635285076066
e3cb7f46	-0.0543175527178948
b603cc66	1.3889516570687
6bba2d39	0.733046634465911
2bc15e23	-0.187650134567063
cf6b7faa	0.0578270566519887
8cc1521d	0.499754840807435
